ensembl	gene_name
ENSG00000081087	OSTM1
ENSG00000188816	HMX2
ENSG00000188817	SNTN
ENSG00000188822	CNR2
ENSG00000188827	SLX4
ENSG00000188828	GLRA4
ENSG00000188833	ENTPD8
ENSG00000188848	BEND4
ENSG00000188859	FAM78B
ENSG00000081138	CDH7
ENSG00000188869	TMC3
ENSG00000188878	FBF1
ENSG00000188895	MSL1
ENSG00000188906	LRRK2
ENSG00000188909	BSX
ENSG00000188910	GJB3
ENSG00000188916	FAM196A
ENSG00000081148	IMPG2
ENSG00000188921	HACD4
ENSG00000188981	MSANTD1
ENSG00000188984	AADACL3
ENSG00000188986	NELFB
ENSG00000081154	PCNP
ENSG00000188993	LRRC66
ENSG00000188994	ZNF292
ENSG00000188997	KCTD21
ENSG00000189007	ADAT2
ENSG00000189045	ANKDD1B
ENSG00000081177	EXD2
ENSG00000189051	RNF222
ENSG00000189056	RELN
ENSG00000189058	APOD
ENSG00000189079	ARID2
ENSG00000189091	SF3B3
ENSG00000189108	IL1RAPL2
ENSG00000189120	SP6
ENSG00000189134	NKAPL
ENSG00000189139	FSCB
ENSG00000189143	CLDN4
ENSG00000081189	MEF2C
ENSG00000189159	JPT1
ENSG00000189171	S100A13
ENSG00000189184	PCDH18
ENSG00000189221	MAOA
ENSG00000081237	PTPRC
ENSG00000189280	GJB5
ENSG00000189283	FHIT
ENSG00000189292	ALKAL2
ENSG00000189308	LIN54
ENSG00000189320	FAM180A
ENSG00000081248	CACNA1S
ENSG00000189334	S100A14
ENSG00000189337	KAZN
ENSG00000189350	TOGARAM2
ENSG00000189362	NEMP2
ENSG00000189367	KIAA0408
ENSG00000189409	MMP23B
ENSG00000189410	SH2D5
ENSG00000189431	RASSF10
ENSG00000189433	GJB4
ENSG00000196074	SYCP2
ENSG00000196083	IL1RAP
ENSG00000196090	PTPRT
ENSG00000196091	MYBPC1
ENSG00000196092	PAX5
ENSG00000196104	SPOCK3
ENSG00000196116	TDRD7
ENSG00000196118	CCDC189
ENSG00000196123	KIAA0895L
ENSG00000196132	MYT1
ENSG00000196141	SPATS2L
ENSG00000081320	STK17B
ENSG00000196151	WDSUB1
ENSG00000196154	S100A4
ENSG00000196155	PLEKHG4
ENSG00000196159	FAT4
ENSG00000196169	KIF19
ENSG00000196182	STK40
ENSG00000196187	TMEM63A
ENSG00000196188	CTSE
ENSG00000196189	SEMA4A
ENSG00000196220	SRGAP3
ENSG00000196227	FAM217B
ENSG00000196235	SUPT5H
ENSG00000196236	XPNPEP3
ENSG00000196248	OR10S1
ENSG00000196277	GRM7
ENSG00000196284	SUPT3H
ENSG00000196296	ATP2A1
ENSG00000196335	STK31
ENSG00000196338	NLGN3
ENSG00000081692	JMJD4
ENSG00000196353	CPNE4
ENSG00000196358	NTNG2
ENSG00000196361	ELAVL3
ENSG00000196365	LONP1
ENSG00000196367	TRRAP
ENSG00000196371	FUT4
ENSG00000081721	DUSP12
ENSG00000196372	ASB13
ENSG00000196376	SLC35F1
ENSG00000196396	PTPN1
ENSG00000196405	EVL
ENSG00000081760	AACS
ENSG00000196407	THEM5
ENSG00000196411	EPHB4
ENSG00000196415	PRTN3
ENSG00000196428	TSC22D2
ENSG00000196431	CRYBA4
ENSG00000196433	ASMT
ENSG00000081791	KIAA0141
ENSG00000196449	YRDC
ENSG00000196453	ZNF777
ENSG00000196455	PIK3R4
ENSG00000196460	RFX8
ENSG00000196468	FGF16
ENSG00000081800	SLC13A1
ENSG00000196470	SIAH1
ENSG00000196476	C20orf96
ENSG00000196482	ESRRG
ENSG00000196497	IPO4
ENSG00000196498	NCOR2
ENSG00000196504	PRPF40A
ENSG00000196505	GDAP2
ENSG00000081803	CADPS2
ENSG00000196510	ANAPC7
ENSG00000196526	AFAP1
ENSG00000196535	MYO18A
ENSG00000196544	BORCS6
ENSG00000196547	MAN2A2
ENSG00000196549	MME
ENSG00000196553	CCDC196
ENSG00000196557	CACNA1H
ENSG00000196562	SULF2
ENSG00000196569	LAMA2
ENSG00000196576	PLXNB2
ENSG00000196581	AJAP1
ENSG00000196584	XRCC2
ENSG00000196586	MYO6
ENSG00000196588	MKL1
ENSG00000001617	SEMA3F
ENSG00000006740	ARHGAP44
ENSG00000196591	HDAC2
ENSG00000196628	TCF4
ENSG00000196632	WNK3
ENSG00000196636	SDHAF3
ENSG00000196642	RABL6
ENSG00000196652	ZKSCAN5
ENSG00000081870	HSPB11
ENSG00000196660	SLC30A10
ENSG00000196663	TECPR2
ENSG00000196666	FAM180B
ENSG00000196678	ERI2
ENSG00000196683	TOMM7
ENSG00000196684	HSH2D
ENSG00000196700	ZNF512B
ENSG00000196711	ALKAL1
ENSG00000196730	DAPK1
ENSG00000081923	ATP8B1
ENSG00000196767	POU3F4
ENSG00000196781	TLE1
ENSG00000196782	MAML3
ENSG00000196792	STRN3
ENSG00000196811	CHRNG
ENSG00000081985	IL12RB2
ENSG00000196814	MVB12B
ENSG00000196821	C6orf106
ENSG00000196843	ARID5A
ENSG00000196850	PPTC7
ENSG00000196859	KRT39
ENSG00000196860	TOMM20L
ENSG00000196865	NHLRC2
ENSG00000082014	SMARCD3
ENSG00000196872	KIAA1211L
ENSG00000196878	LAMB3
ENSG00000196911	KPNA5
ENSG00000196914	ARHGEF12
ENSG00000196917	HCAR1
ENSG00000196923	PDLIM7
ENSG00000082068	WDR70
ENSG00000196932	TMEM26
ENSG00000196937	FAM3C
ENSG00000196943	NOP9
ENSG00000196950	SLC39A10
ENSG00000196961	AP2A1
ENSG00000196968	FUT11
ENSG00000196975	ANXA4
ENSG00000082074	FYB1
ENSG00000197019	SERTAD1
ENSG00000197024	ZNF398
ENSG00000197043	ANXA6
ENSG00000197045	GMFB
ENSG00000197046	SIGLEC15
ENSG00000197063	MAFG
ENSG00000197070	ARRDC1
ENSG00000197077	KIAA1671
ENSG00000197079	KRT35
ENSG00000197081	IGF2R
ENSG00000197093	GAL3ST4
ENSG00000197106	SLC6A17
ENSG00000082146	STRADB
ENSG00000197114	ZGPAT
ENSG00000197119	SLC25A29
ENSG00000197121	PGAP1
ENSG00000197122	SRC
ENSG00000197136	PCNX3
ENSG00000197142	ACSL5
ENSG00000197147	LRRC8B
ENSG00000006744	ELAC2
ENSG00000082153	BZW1
ENSG00000197150	ABCB8
ENSG00000197157	SND1
ENSG00000197168	NEK5
ENSG00000197170	PSMD12
ENSG00000197177	ADGRA1
ENSG00000197181	PIWIL2
ENSG00000197191	CYSRT1
ENSG00000197208	SLC22A4
ENSG00000082175	PGR
ENSG00000197226	TBC1D9B
ENSG00000197256	KANK2
ENSG00000197265	GTF2E2
ENSG00000197272	IL27
ENSG00000197273	GUCA2A
ENSG00000197283	SYNGAP1
ENSG00000197296	FITM2
ENSG00000197299	BLM
ENSG00000197323	TRIM33
ENSG00000197324	LRP10
ENSG00000197329	PELI1
ENSG00000082212	ME2
ENSG00000197345	MRPL21
ENSG00000197361	FBXL22
ENSG00000082213	C5orf22
ENSG00000197386	HTT
ENSG00000197403	OR6N1
ENSG00000197405	C5AR1
ENSG00000197410	DCHS2
ENSG00000197415	VEPH1
ENSG00000197428	OR51D1
ENSG00000082258	CCNT2
ENSG00000197429	IPP
ENSG00000197437	OR13G1
ENSG00000197442	MAP3K5
ENSG00000197444	OGDHL
ENSG00000197446	CYP2F1
ENSG00000197457	STMN3
ENSG00000082269	FAM135A
ENSG00000197461	PDGFA
ENSG00000197467	COL13A1
ENSG00000197483	ZNF628
ENSG00000197496	SLC2A10
ENSG00000197498	RPF2
ENSG00000197506	SLC28A3
ENSG00000197520	FAM177B
ENSG00000197530	MIB2
ENSG00000082293	COL19A1
ENSG00000197532	OR6Y1
ENSG00000197535	MYO5A
ENSG00000197540	GZMM
ENSG00000197548	ATG7
ENSG00000197555	SIPA1L1
ENSG00000197558	SSPO
ENSG00000197561	ELANE
ENSG00000197562	RAB40C
ENSG00000197563	PIGN
ENSG00000197579	TOPORS
ENSG00000197580	BCO2
ENSG00000197586	ENTPD6
ENSG00000197587	DMBX1
ENSG00000197591	OR11L1
ENSG00000197594	ENPP1
ENSG00000197599	CCDC154
ENSG00000197603	C5orf42
ENSG00000197614	MFAP5
ENSG00000197622	CDC42SE1
ENSG00000197646	PDCD1LG2
ENSG00000006747	SCIN
ENSG00000197694	SPTAN1
ENSG00000197696	NMB
ENSG00000197702	PARVA
ENSG00000197705	KLHL14
ENSG00000082482	KCNK2
ENSG00000197724	PHF2
ENSG00000197753	LHFPL5
ENSG00000197757	HOXC6
ENSG00000197763	TXNRD3
ENSG00000197768	STPG3
ENSG00000197769	MAP1LC3C
ENSG00000082497	SERTAD4
ENSG00000197774	EME2
ENSG00000197776	KLHDC1
ENSG00000197790	OR52M1
ENSG00000197816	CCDC180
ENSG00000197818	SLC9A8
ENSG00000082512	TRAF5
ENSG00000197822	OCLN
ENSG00000197826	C4orf22
ENSG00000197852	FAM212B
ENSG00000197859	ADAMTSL2
ENSG00000197860	SGTB
ENSG00000197863	ZNF790
ENSG00000197872	FAM49A
ENSG00000197879	MYO1C
ENSG00000082515	MRPL22
ENSG00000197885	NKIRAS1
ENSG00000197892	KIF13B
ENSG00000197893	NRAP
ENSG00000082516	GEMIN5
ENSG00000197905	TEAD4
ENSG00000197912	SPG7
ENSG00000197921	HES5
ENSG00000197930	ERO1A
ENSG00000197943	PLCG2
ENSG00000197948	FCHSD1
ENSG00000197959	DNM3
ENSG00000082556	OPRK1
ENSG00000197971	MBP
ENSG00000197977	ELOVL2
ENSG00000197993	KEL
ENSG00000082641	NFE2L1
ENSG00000198001	IRAK4
ENSG00000198003	CCDC151
ENSG00000198010	DLGAP2
ENSG00000198026	ZNF335
ENSG00000198042	MAK16
ENSG00000082684	SEMA5B
ENSG00000198046	ZNF667
ENSG00000198055	GRK6
ENSG00000198060	MARCH5
ENSG00000198081	ZBTB14
ENSG00000198087	CD2AP
ENSG00000082701	GSK3B
ENSG00000198089	SFI1
ENSG00000198092	TMPRSS11F
ENSG00000198113	TOR4A
ENSG00000198130	HIBCH
ENSG00000082781	ITGB5
ENSG00000198133	TMEM229B
ENSG00000198162	MAN1A2
ENSG00000198168	SVIP
ENSG00000198171	DDRGK1
ENSG00000082805	ERC1
ENSG00000198208	RPS6KL1
ENSG00000198216	CACNA1E
ENSG00000198218	QRICH1
ENSG00000198223	CSF2RA
ENSG00000198231	DDX42
ENSG00000082898	XPO1
ENSG00000198265	HELZ
ENSG00000198270	TMEM116
ENSG00000198276	UCKL1
ENSG00000198283	OR5B21
ENSG00000198286	CARD11
ENSG00000198301	SDAD1
ENSG00000198315	ZKSCAN8
ENSG00000198326	TMEM239
ENSG00000198331	HYLS1
ENSG00000198336	MYL4
ENSG00000198355	PIM3
ENSG00000198363	ASPH
ENSG00000198369	SPRED2
ENSG00000198373	WWP2
ENSG00000198380	GFPT1
ENSG00000198382	UVRAG
ENSG00000198398	TMEM207
ENSG00000198399	ITSN2
ENSG00000198400	NTRK1
ENSG00000198408	MGEA5
ENSG00000198431	TXNRD1
ENSG00000198435	NRARP
ENSG00000198467	TPM2
ENSG00000198478	SH3BGRL2
ENSG00000198492	YTHDF2
ENSG00000083097	DOPEY1
ENSG00000198513	ATL1
ENSG00000198515	CNGA1
ENSG00000198517	MAFK
ENSG00000198520	C1orf228
ENSG00000198522	GPN1
ENSG00000198523	PLN
ENSG00000198542	ITGBL1
ENSG00000198553	KCNRG
ENSG00000083099	LYRM2
ENSG00000198554	WDHD1
ENSG00000198563	DDX39B
ENSG00000198569	SLC34A3
ENSG00000198570	RD3
ENSG00000198576	ARC
ENSG00000083123	BCKDHB
ENSG00000198597	ZNF536
ENSG00000198598	MMP17
ENSG00000198604	BAZ1A
ENSG00000198624	CCDC69
ENSG00000198625	MDM4
ENSG00000198626	RYR2
ENSG00000198643	FAM3D
ENSG00000198646	NCOA6
ENSG00000198648	STK39
ENSG00000198650	TAT
ENSG00000083168	KAT6A
ENSG00000198663	C6orf89
ENSG00000198673	FAM19A2
ENSG00000198674	OR10G6
ENSG00000198677	TTC37
ENSG00000198680	TUSC1
ENSG00000198682	PAPSS2
ENSG00000198689	SLC9A6
ENSG00000198691	ABCA4
ENSG00000006757	PNPLA4
ENSG00000083223	ZCCHC6
ENSG00000198700	IPO9
ENSG00000198712	MT-CO2
ENSG00000198715	GLMP
ENSG00000198718	TOGARAM1
ENSG00000198719	DLL1
ENSG00000198720	ANKRD13B
ENSG00000198723	TEX45
ENSG00000198727	MT-CYB
ENSG00000198729	PPP1R14C
ENSG00000198730	CTR9
ENSG00000198732	SMOC1
ENSG00000198734	F5
ENSG00000198739	LRRTM3
ENSG00000198740	ZNF652
ENSG00000083307	GRHL2
ENSG00000198742	SMURF1
ENSG00000198746	GPATCH3
ENSG00000198752	CDC42BPB
ENSG00000198753	PLXNB3
ENSG00000198756	COLGALT2
ENSG00000198759	EGFL6
ENSG00000198763	MT-ND2
ENSG00000083312	TNPO1
ENSG00000198768	APCDD1L
ENSG00000198771	RCSD1
ENSG00000198774	RASSF9
ENSG00000198780	FAM169A
ENSG00000198783	ZNF830
ENSG00000198785	GRIN3A
ENSG00000198792	TMEM184B
ENSG00000198793	MTOR
ENSG00000083444	PLOD1
ENSG00000198794	SCAMP5
ENSG00000198795	ZNF521
ENSG00000198796	ALPK2
ENSG00000198797	BRINP2
ENSG00000198799	LRIG2
ENSG00000198804	MT-CO1
ENSG00000198807	PAX9
ENSG00000198815	FOXJ3
ENSG00000198821	CD247
ENSG00000198822	GRM3
ENSG00000198824	CHAMP1
ENSG00000198835	GJC2
ENSG00000083457	ITGAE
ENSG00000198837	DENND4B
ENSG00000198838	RYR3
ENSG00000198839	ZNF277
ENSG00000198840	MT-ND3
ENSG00000198842	DUSP27
ENSG00000198844	ARHGEF15
ENSG00000198846	TOX
ENSG00000083520	DIS3
ENSG00000198853	RUSC2
ENSG00000198855	FICD
ENSG00000198858	R3HDM4
ENSG00000198862	LTN1
ENSG00000198863	RUNDC1
ENSG00000198865	CCDC152
ENSG00000198870	STKLD1
ENSG00000198873	GRK5
ENSG00000198876	DCAF12
ENSG00000198881	ASB12
ENSG00000198886	MT-ND4
ENSG00000198887	SMC5
ENSG00000083544	TDRD3
ENSG00000198892	SHISA4
ENSG00000198894	CIPC
ENSG00000198900	TOP1
ENSG00000198909	MAP3K3
ENSG00000198910	L1CAM
ENSG00000083635	NUFIP1
ENSG00000198914	POU3F3
ENSG00000198915	RASGEF1A
ENSG00000198919	DZIP3
ENSG00000198920	KIAA0753
ENSG00000198924	DCLRE1A
ENSG00000198925	ATG9A
ENSG00000198931	APRT
ENSG00000083642	PDS5B
ENSG00000198938	MT-CO3
ENSG00000198944	SOWAHA
ENSG00000198945	L3MBTL3
ENSG00000198947	DMD
ENSG00000198951	NAGA
ENSG00000198952	SMG5
ENSG00000198954	KIF1BP
ENSG00000083720	OXCT1
ENSG00000198959	TGM2
ENSG00000198963	RORB
ENSG00000198964	SGMS1
ENSG00000198965	OR10R2
ENSG00000198967	OR10Z1
ENSG00000083782	EPYC
ENSG00000083799	CYLD
ENSG00000199293	SNORA21
ENSG00000083807	SLC27A5
ENSG00000199436	SNORD9
ENSG00000006831	ADIPOR2
ENSG00000199477	SNORA31
ENSG00000083857	FAT1
ENSG00000083937	CHMP2B
ENSG00000199695	RNU6-1128P
ENSG00000084090	STARD7
ENSG00000084092	NOA1
ENSG00000084110	HAL
ENSG00000084234	APLP2
ENSG00000084444	FAM234B
ENSG00000199961	SNORD1B
ENSG00000084623	EIF3I
ENSG00000084628	NKAIN1
ENSG00000200072	SNORD44
ENSG00000084636	COL16A1
ENSG00000084652	TXLNA
ENSG00000007001	UPP2
ENSG00000084693	AGBL5
ENSG00000200259	SNORD35A
ENSG00000084710	EFR3B
ENSG00000084731	KIF3C
ENSG00000084733	RAB10
ENSG00000084754	HADHA
ENSG00000084764	MAPRE3
ENSG00000084774	CAD
ENSG00000200623	SNORD18A
ENSG00000085117	CD82
ENSG00000085185	BCORL1
ENSG00000085224	ATRX
ENSG00000085274	MYNN
ENSG00000085276	MECOM
ENSG00000085365	SCAMP1
ENSG00000085377	PREP
ENSG00000085382	HACE1
ENSG00000001626	CFTR
ENSG00000085433	WDR47
ENSG00000201155	RNU1-24P
ENSG00000085449	WDFY1
ENSG00000201264	SNORD73B
ENSG00000085491	SLC25A24
ENSG00000085511	MAP3K4
ENSG00000085552	IGSF9
ENSG00000085644	ZNF213
ENSG00000201491	RNU4-75P
ENSG00000007062	PROM1
ENSG00000085719	CPNE3
ENSG00000201574	RNU1-93P
ENSG00000085721	RRN3
ENSG00000085741	WNT11
ENSG00000085760	MTIF2
ENSG00000201754	SNORD52
ENSG00000201894	RNU6-967P
ENSG00000201942	RNA5SP363
ENSG00000085832	EPS15
ENSG00000202016	RNU6-619P
ENSG00000085840	ORC1
ENSG00000202029	RNU6-580P
ENSG00000202031	SNORD38A
ENSG00000085871	MGST2
ENSG00000085872	CHERP
ENSG00000202198	7SK
ENSG00000085998	POMGNT1
ENSG00000085999	RAD54L
ENSG00000202400	SNORD82
ENSG00000086062	B4GALT1
ENSG00000086065	CHMP5
ENSG00000202538	RNU4-2
ENSG00000203666	EFCAB2
ENSG00000203667	COX20
ENSG00000086102	NFX1
ENSG00000203685	STUM
ENSG00000203697	CAPN8
ENSG00000203705	TATDN3
ENSG00000203724	C1orf53
ENSG00000203727	SAMD5
ENSG00000203733	GJE1
ENSG00000203734	ECT2L
ENSG00000203740	METTL11B
ENSG00000203778	FAM229B
ENSG00000203780	FANK1
ENSG00000086189	DIMT1
ENSG00000203797	DDO
ENSG00000203805	PLPP4
ENSG00000203867	RBM20
ENSG00000086200	IPO11
ENSG00000203872	C6orf163
ENSG00000203879	GDI1
ENSG00000203880	PCMTD2
ENSG00000203883	SOX18
ENSG00000203910	C1orf146
ENSG00000086205	FOLH1
ENSG00000203942	C10orf62
ENSG00000203943	SAMD13
ENSG00000203952	CCDC160
ENSG00000203965	EFCAB7
ENSG00000203972	GLYATL3
ENSG00000203995	ZYG11A
ENSG00000086232	EIF2AK1
ENSG00000204007	GLT6D1
ENSG00000204033	LRIT2
ENSG00000204052	LRRC73
ENSG00000086288	NME8
ENSG00000204060	FOXO6
ENSG00000204103	MAFB
ENSG00000204104	TRAF3IP1
ENSG00000204120	GIGYF2
ENSG00000086289	EPDR1
ENSG00000204131	NHSL2
ENSG00000204138	PHACTR4
ENSG00000204160	ZDHHC18
ENSG00000204175	GPRIN2
ENSG00000086300	SNX10
ENSG00000204178	TMEM57
ENSG00000204186	ZDBF2
ENSG00000204193	TXNDC8
ENSG00000204195	AWAT1
ENSG00000204209	DAXX
ENSG00000204217	BMPR2
ENSG00000204219	TCEA3
ENSG00000204220	PFDN6
ENSG00000204227	RING1
ENSG00000204228	HSD17B8
ENSG00000204231	RXRB
ENSG00000204248	COL11A2
ENSG00000204256	BRD2
ENSG00000204262	COL5A2
ENSG00000204264	PSMB8
ENSG00000086504	MRPL28
ENSG00000204301	NOTCH4
ENSG00000007168	PAFAH1B1
ENSG00000204304	PBX2
ENSG00000204305	AGER
ENSG00000204308	RNF5
ENSG00000204310	AGPAT1
ENSG00000204311	PJVK
ENSG00000204314	PRRT1
ENSG00000204316	MRPL38
ENSG00000204334	ERICH2
ENSG00000086544	ITPKC
ENSG00000204335	SP5
ENSG00000204344	STK19
ENSG00000204347	BTBD17
ENSG00000204348	DXO
ENSG00000204351	SKIV2L
ENSG00000204371	EHMT2
ENSG00000086570	FAT2
ENSG00000204381	LAYN
ENSG00000204385	SLC44A4
ENSG00000204386	NEU1
ENSG00000204396	VWA7
ENSG00000204406	MBD5
ENSG00000204420	MPIG6B
ENSG00000204421	LY6G6C
ENSG00000204427	ABHD16A
ENSG00000204435	CSNK2B
ENSG00000204438	GPANK1
ENSG00000204439	C6orf47
ENSG00000204444	APOM
ENSG00000086619	ERO1B
ENSG00000204469	PRRC2A
ENSG00000204498	NFKBIL1
ENSG00000204536	CCHCR1
ENSG00000204538	PSORS1C2
ENSG00000086666	ZFAND6
ENSG00000204539	CDSN
ENSG00000204542	C6orf15
ENSG00000204560	DHX16
ENSG00000204564	C6orf136
ENSG00000204568	MRPS18B
ENSG00000204569	PPP1R10
ENSG00000204574	ABCF1
ENSG00000086696	HSD17B2
ENSG00000204580	DDR1
ENSG00000204590	GNL1
ENSG00000204610	TRIM15
ENSG00000204612	FOXB2
ENSG00000204614	TRIM40
ENSG00000204624	DISP3
ENSG00000204634	TBC1D8
ENSG00000086717	PPEF1
ENSG00000204655	MOG
ENSG00000204659	CBY3
ENSG00000204673	AKT1S1
ENSG00000204681	GABBR1
ENSG00000204711	C9orf135
ENSG00000204740	MALRD1
ENSG00000204764	RANBP17
ENSG00000204767	FAM196B
ENSG00000204815	TTC25
ENSG00000007171	NOS2
ENSG00000086758	HUWE1
ENSG00000204839	MROH6
ENSG00000204842	ATXN2
ENSG00000204843	DCTN1
ENSG00000204852	TCTN1
ENSG00000204856	FAM216A
ENSG00000204859	ZBTB48
ENSG00000204882	GPR20
ENSG00000204889	KRT40
ENSG00000204913	LRRC3C
ENSG00000204922	UQCC3
ENSG00000204928	GRXCR2
ENSG00000204950	LRRC10B
ENSG00000204952	FBXO47
ENSG00000204954	C12orf73
ENSG00000204977	TRIM13
ENSG00000204979	MS4A13
ENSG00000204991	SPIRE2
ENSG00000205022	PABPN1L
ENSG00000205038	PKHD1L1
ENSG00000205060	SLC35B4
ENSG00000205085	FAM71F2
ENSG00000086991	NOX4
ENSG00000205111	CDKL4
ENSG00000205129	C4orf47
ENSG00000205133	TRIQK
ENSG00000205143	ARID3C
ENSG00000205177	C11orf91
ENSG00000205189	ZBTB10
ENSG00000087008	ACOX3
ENSG00000205208	C4orf46
ENSG00000205213	LGR4
ENSG00000205221	VIT
ENSG00000205268	PDE7A
ENSG00000205269	TMEM170B
ENSG00000087053	MTMR2
ENSG00000205302	SNX2
ENSG00000205309	NT5M
ENSG00000205356	TECPR1
ENSG00000205363	C15orf59
ENSG00000205403	CFI
ENSG00000205442	IZUMO3
ENSG00000205464	ATP6AP1L
ENSG00000205476	CCDC85C
ENSG00000205517	RGL3
ENSG00000205531	NAP1L4
ENSG00000205560	CPT1B
ENSG00000205593	DENND6B
ENSG00000205629	LCMT1
ENSG00000205639	MFSD2B
ENSG00000205643	CDPF1
ENSG00000205659	LIN52
ENSG00000087077	TRIP6
ENSG00000205678	TECRL
ENSG00000205683	DPF3
ENSG00000205693	MANSC4
ENSG00000205707	ETFRF1
ENSG00000205730	ITPRIPL2
ENSG00000205744	DENND1C
ENSG00000007174	DNAH9
ENSG00000087085	ACHE
ENSG00000205765	C5orf51
ENSG00000205808	PLPP6
ENSG00000205835	GMNC
ENSG00000205838	TTC23L
ENSG00000087087	SRRT
ENSG00000205903	ZNF316
ENSG00000205922	ONECUT3
ENSG00000205927	OLIG2
ENSG00000205929	C21orf62
ENSG00000087088	BAX
ENSG00000205978	NYNRIN
ENSG00000206013	IFITM5
ENSG00000206043	C18orf63
ENSG00000206052	DOK6
ENSG00000206069	TMEM211
ENSG00000206072	SERPINB11
ENSG00000206075	SERPINB5
ENSG00000087095	NLK
ENSG00000206150	RNASE13
ENSG00000206190	ATP10A
ENSG00000206199	ANKUB1
ENSG00000206203	TSSK2
ENSG00000087111	PIGS
ENSG00000206422	LRRC30
ENSG00000206432	TMEM200C
ENSG00000206474	OR10C1
ENSG00000206527	HACD2
ENSG00000206530	CFAP44
ENSG00000206535	LNP1
ENSG00000206538	VGLL3
ENSG00000206557	TRIM71
ENSG00000206559	ZCWPW2
ENSG00000087116	ADAMTS2
ENSG00000206561	COLQ
ENSG00000206602	SNORD58A
ENSG00000087128	TMPRSS11E
ENSG00000087152	ATXN7L3
ENSG00000206693	SNORA56
ENSG00000007202	KIAA0100
ENSG00000087206	UIMC1
ENSG00000206754	SNORD101
ENSG00000087245	MMP2
ENSG00000087253	LPCAT2
ENSG00000087258	GNAO1
ENSG00000206857	RNU6-214P
ENSG00000087263	OGFOD1
ENSG00000206941	SNORD15A
ENSG00000087274	ADD1
ENSG00000207008	SNORA54
ENSG00000007216	SLC13A2
ENSG00000207031	SNORD59A
ENSG00000087301	TXNDC16
ENSG00000087303	NID2
ENSG00000087338	GMCL1
ENSG00000087448	KLHL42
ENSG00000207280	SNORD20
ENSG00000087470	DNM1L
ENSG00000087494	PTHLH
ENSG00000207359	RNU6-925P
ENSG00000007237	GAS7
ENSG00000087495	PHACTR3
ENSG00000207402	RNU6-959P
ENSG00000087502	ERGIC2
ENSG00000087510	TFAP2C
ENSG00000087586	AURKA
ENSG00000207500	SNORD102
ENSG00000087589	CASS4
ENSG00000087842	PIR
ENSG00000208797	SNORD73A
ENSG00000211445	GPX3
ENSG00000211448	DIO2
ENSG00000211452	DIO1
ENSG00000211455	STK38L
ENSG00000211456	SACM1L
ENSG00000211460	TSN
ENSG00000087903	RFX2
ENSG00000088002	SULT2B1
ENSG00000211810	TRAV29DV5
ENSG00000211829	TRDC
ENSG00000001629	ANKIB1
ENSG00000007255	TRAPPC6A
ENSG00000088035	ALG6
ENSG00000211891	IGHE
ENSG00000088038	CNOT3
ENSG00000212138	RNA5SP372
ENSG00000088053	GP6
ENSG00000088179	PTPN4
ENSG00000088247	KHSRP
ENSG00000212296	SNORD72
ENSG00000088256	GNA11
ENSG00000212309	SNORD70B
ENSG00000088298	EDEM2
ENSG00000088305	DNMT3B
ENSG00000007264	MATK
ENSG00000088320	REM1
ENSG00000212443	SNORA53
ENSG00000212452	SNORD69
ENSG00000088325	TPX2
ENSG00000088356	PDRG1
ENSG00000212534	SNORD70
ENSG00000088386	SLC15A1
ENSG00000088387	DOCK9
ENSG00000212623	RNU6-493P
ENSG00000212864	RNF208
ENSG00000212916	MAP10
ENSG00000088448	ANKRD10
ENSG00000213015	ZNF580
ENSG00000213064	SFT2D2
ENSG00000213079	SCAF8
ENSG00000213085	CFAP45
ENSG00000088451	TGDS
ENSG00000213139	CRYGS
ENSG00000213160	KLHL23
ENSG00000213171	LINGO4
ENSG00000213199	ASIC3
ENSG00000213213	CCDC183
ENSG00000213221	DNLZ
ENSG00000088543	C3orf18
ENSG00000213316	LTC4S
ENSG00000213339	QTRT1
ENSG00000213341	CHUK
ENSG00000213347	MXD3
ENSG00000213398	LCAT
ENSG00000213402	PTPRCAP
ENSG00000213465	ARL2
ENSG00000213471	TTLL13P
ENSG00000007312	CD79B
ENSG00000088726	TMEM40
ENSG00000213551	DNAJC9
ENSG00000213563	C8orf82
ENSG00000213578	CPLX3
ENSG00000213588	ZBTB9
ENSG00000213593	TMX2
ENSG00000213619	NDUFS3
ENSG00000088727	KIF9
ENSG00000213654	GPSM3
ENSG00000213658	LAT
ENSG00000213672	NCKIPSD
ENSG00000213676	ATF6B
ENSG00000213694	S1PR3
ENSG00000088756	ARHGAP28
ENSG00000213699	SLC35F6
ENSG00000213722	DDAH2
ENSG00000213780	GTF2H4
ENSG00000213782	DDX47
ENSG00000213822	CEACAM18
ENSG00000213853	EMP2
ENSG00000088766	CRLS1
ENSG00000213892	CEACAM16
ENSG00000213901	SLC23A3
ENSG00000213903	LTB4R
ENSG00000213906	LTB4R2
ENSG00000213918	DNASE1
ENSG00000213928	IRF9
ENSG00000213930	GALT
ENSG00000213937	CLDN9
ENSG00000213949	ITGA1
ENSG00000213965	NUDT19
ENSG00000213983	AP1G2
ENSG00000213995	NAXD
ENSG00000088808	PPP1R13B
ENSG00000213996	TM6SF2
ENSG00000214013	GANC
ENSG00000214022	REPIN1
ENSG00000088812	ATRN
ENSG00000214087	ARL16
ENSG00000214102	WEE2
ENSG00000214160	ALG3
ENSG00000214193	SH3D21
ENSG00000214212	C19orf38
ENSG00000214216	IQCJ
ENSG00000214253	FIS1
ENSG00000214285	NPS
